Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Category,Disease
Cat,13.5,Female,Mixed,10.0,5.1,13.1,308.0,112.0,21.0,49.0,18.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Gastritis
Dog,11.4,Male,Crossbreed,6.0,6.6,14.2,344.0,86.0,55.0,51.0,33.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Tracheal Collapse
Alpaca,5.9,Male,Mixed,6.1,5.9,15.1,382.0,109.0,56.0,21.0,17.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Johne Disease
Snake,5.1,Male,Crossbreed,7.9,5.3,12.6,375.0,147.0,95.0,47.0,30.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Turtle,8.6,Male,Crossbreed,9.3,6.3,15.1,294.0,85.0,135.0,40.0,22.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Duck,7.9,Male,Mixed,6.8,6.6,13.9,398.0,81.0,28.0,48.0,29.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Sour Crop
Pig,9.8,Male,Crossbreed,6.1,6.0,15.1,277.0,114.0,40.0,21.0,34.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Atrophic Rhinitis
Turkey,5.9,Male,Purebred,8.2,5.5,15.2,249.0,114.0,42.0,56.0,19.0,1.5,0,0,0,0,0,0,0,0,Cardiovascular,Aortic Rupture
Lizard,6.9,Female,Purebred,9.1,5.6,13.2,355.0,85.0,53.0,45.0,26.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Dysbiosis
Horse,4.1,Female,Crossbreed,8.6,5.4,15.2,376.0,82.0,51.0,54.0,35.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Equine Asthma
Chicken,8.1,Female,Purebred,8.4,5.7,15.7,254.0,106.0,40.0,31.0,19.0,1.5,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Cat,1.7,Male,Purebred,6.7,5.3,12.6,366.0,107.0,35.0,34.0,18.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Goat,7.3,Female,Crossbreed,12.8,5.1,13.4,293.0,116.0,37.0,37.0,28.0,0.9,1,0,0,0,0,0,0,0,Viral,Bluetongue
Fish,7.3,Female,Mixed,6.0,4.5,14.1,235.0,102.0,34.0,56.0,34.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Ichthyophthirius
Snake,2.4,Male,Mixed,17.5,7.0,14.0,306.0,82.0,36.0,57.0,22.0,1.3,0,0,0,0,0,0,0,0,Viral,Adenovirus
Fish,5.0,Female,Purebred,18.2,5.8,12.0,237.0,116.0,56.0,38.0,21.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Edwardsiella
Snake,12.2,Female,Purebred,9.7,6.7,13.8,204.0,89.0,44.0,40.0,20.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Cattle,13.5,Male,Purebred,16.5,5.7,12.4,292.0,117.0,43.0,27.0,28.0,1.1,0,0,0,0,0,0,0,0,Viral,Rabies
GuineaPig,1.4,Male,Crossbreed,11.6,6.1,15.1,255.0,85.0,35.0,52.0,21.0,0.9,1,0,0,0,0,0,0,0,Viral,Sendai Virus
Pig,4.3,Male,Mixed,12.5,6.2,13.0,397.0,109.0,44.0,27.0,27.0,1.4,1,0,0,0,0,0,0,0,Viral,PRRS
Parrot,8.3,Female,Crossbreed,8.9,6.3,14.6,283.0,74.0,95.0,53.0,17.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Obesity
Pig,5.1,Male,Purebred,9.2,5.6,12.1,314.0,90.0,54.0,26.0,24.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Ferret,7.1,Male,Crossbreed,9.5,7.0,13.6,324.0,116.0,21.0,46.0,21.0,1.0,1,0,0,0,0,0,0,0,Viral,Canine Distemper
Ferret,4.5,Female,Purebred,9.6,5.9,15.7,363.0,114.0,31.0,31.0,26.0,1.1,0,0,1,0,0,0,0,0,Gastrointestinal,Intestinal Blockage
Sheep,3.1,Female,Crossbreed,6.6,5.2,12.6,212.0,90.0,31.0,40.0,24.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Ferret,9.7,Female,Crossbreed,9.8,6.4,13.6,309.0,116.0,35.0,33.0,32.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Adrenal Disease
Cattle,6.7,Male,Mixed,6.4,6.2,14.6,328.0,102.0,40.0,23.0,32.0,1.2,0,0,0,0,0,0,0,0,Gastrointestinal,Hardware Disease
Ferret,1.4,Male,Mixed,11.4,6.9,14.2,307.0,109.0,55.0,45.0,24.0,0.9,0,0,0,0,0,0,0,0,Bacterial,Helicobacter
Horse,11.8,Female,Purebred,6.3,5.6,12.9,245.0,98.0,23.0,60.0,29.0,0.8,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Rabbit,12.0,Male,Purebred,7.1,5.3,15.0,247.0,90.0,46.0,52.0,27.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Muscular Dystrophy
Cat,12.5,Male,Purebred,6.7,6.6,14.8,286.0,94.0,64.0,56.0,19.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Hyperthyroidism
Duck,12.5,Male,Mixed,8.8,6.6,12.5,239.0,106.0,33.0,39.0,32.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Enteritis
Turtle,8.5,Male,Crossbreed,12.8,5.7,12.4,272.0,82.0,36.0,42.0,35.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Pseudomonas
Horse,9.2,Male,Purebred,9.3,5.5,13.6,379.0,160.0,64.0,53.0,20.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Laminitis
Ferret,14.5,Female,Mixed,8.6,6.2,15.8,297.0,114.0,51.0,40.0,25.0,1.1,1,0,0,0,0,0,0,0,Viral,Influenza
GuineaPig,0.9,Male,Purebred,14.3,5.3,15.0,237.0,100.0,28.0,33.0,17.0,1.2,1,0,0,0,0,0,0,0,Viral,Adenovirus
Turtle,2.0,Female,Purebred,9.1,5.1,14.6,385.0,106.0,74.0,52.0,19.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Turtle,12.0,Female,Purebred,7.7,5.7,14.7,356.0,90.0,32.0,41.0,24.0,1.3,0,0,1,0,0,0,0,0,Gastrointestinal,Dysbiosis
Fish,6.2,Male,Mixed,8.4,4.8,15.9,224.0,100.0,43.0,21.0,23.0,1.3,0,0,0,0,1,0,0,0,Parasitic,Ichthyophthirius
Chicken,12.2,Male,Mixed,8.4,6.8,14.7,296.0,84.0,58.0,23.0,18.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Airsacculitis
Horse,9.5,Male,Purebred,11.2,5.4,13.4,281.0,118.0,37.0,43.0,33.0,1.2,1,0,0,0,0,0,0,0,Viral,Rabies
Llama,4.8,Female,Mixed,9.6,4.4,12.5,328.0,94.0,41.0,45.0,23.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Lice
Turkey,2.3,Male,Purebred,6.8,5.3,14.1,209.0,105.0,38.0,46.0,21.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Mycoplasmosis
Fish,14.2,Male,Mixed,9.5,6.1,14.2,264.0,136.0,92.0,28.0,29.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Swim Bladder Disorder
Turkey,5.0,Male,Mixed,17.9,5.1,15.1,217.0,99.0,58.0,23.0,22.0,1.2,1,0,0,0,0,0,0,0,Viral,Turkey Rhinotracheitis
Dog,13.7,Female,Crossbreed,8.0,6.3,13.3,348.0,108.0,37.0,24.0,15.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,IBD
Horse,3.4,Male,Crossbreed,9.7,6.6,13.1,207.0,99.0,24.0,30.0,28.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Parrot,9.2,Female,Mixed,6.2,5.8,15.4,282.0,102.0,32.0,38.0,19.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Heart Failure
Ferret,9.2,Male,Purebred,16.8,5.2,14.3,343.0,96.0,56.0,26.0,18.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Mycobacterium
Turtle,11.8,Female,Crossbreed,8.3,6.3,14.3,357.0,91.0,52.0,49.0,27.0,0.8,0,0,0,0,0,0,1,0,Respiratory,Bacterial Infection
Fish,1.7,Male,Mixed,10.5,6.5,14.1,326.0,83.0,59.0,20.0,34.0,1.2,1,0,0,0,0,0,0,0,Viral,White Spot Syndrome
Turkey,0.7,Male,Mixed,8.5,4.3,14.3,236.0,90.0,23.0,55.0,20.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Capillaria
Turkey,2.2,Female,Crossbreed,6.3,6.7,15.7,327.0,111.0,47.0,35.0,28.0,1.4,0,0,1,0,0,0,0,0,Gastrointestinal,Blue Comb
Horse,11.4,Female,Crossbreed,7.4,6.4,13.9,251.0,116.0,25.0,21.0,18.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Fish,10.1,Female,Crossbreed,8.3,5.6,12.9,216.0,94.0,46.0,50.0,22.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Dropsy
Llama,8.6,Male,Mixed,6.7,3.9,15.9,369.0,92.0,28.0,33.0,24.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Liver Fluke
Pig,0.9,Male,Crossbreed,6.6,6.2,15.3,236.0,89.0,28.0,60.0,20.0,1.0,0,0,0,0,0,0,0,0,Musculoskeletal,Arthritis
Horse,6.1,Female,Mixed,8.5,6.3,15.3,280.0,83.0,42.0,25.0,15.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Gastric Ulcers
Sheep,1.2,Male,Crossbreed,6.8,6.8,15.0,290.0,83.0,25.0,53.0,34.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Chicken,8.8,Male,Crossbreed,7.2,4.5,15.4,382.0,113.0,49.0,33.0,25.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Ascites Syndrome
Turkey,13.8,Female,Mixed,8.5,5.5,13.0,273.0,85.0,57.0,49.0,16.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Fish,3.6,Male,Purebred,7.3,5.6,13.7,349.0,115.0,33.0,25.0,20.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Bloat
Llama,9.4,Male,Mixed,6.3,6.4,13.1,223.0,114.0,48.0,36.0,24.0,0.9,0,0,0,1,0,0,0,0,Gastrointestinal,Acidosis
Turtle,12.6,Male,Mixed,12.6,6.8,15.0,211.0,83.0,47.0,35.0,29.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Aeromonas
Llama,5.2,Male,Mixed,7.5,6.9,13.3,370.0,127.0,48.0,36.0,21.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Sheep,4.6,Male,Mixed,7.5,5.1,12.6,220.0,104.0,31.0,56.0,18.0,1.5,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
Cattle,15.0,Female,Crossbreed,6.8,6.2,15.0,397.0,103.0,88.0,36.0,27.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Acetonemia
Sheep,4.3,Female,Purebred,14.5,5.1,12.0,226.0,87.0,28.0,51.0,24.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Enterotoxemia
Duck,1.8,Male,Crossbreed,8.6,5.0,12.2,257.0,114.0,46.0,38.0,24.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Bumblefoot
Cat,7.5,Male,Mixed,9.7,5.6,12.6,287.0,92.0,59.0,37.0,16.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Congestive Heart Failure
Llama,1.0,Female,Purebred,7.1,5.7,15.3,254.0,109.0,62.0,55.0,25.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Sheep,8.4,Male,Purebred,6.1,7.0,15.0,268.0,81.0,46.0,59.0,29.0,0.9,0,0,1,0,0,0,0,0,Gastrointestinal,Abomasal Impaction
Pig,9.0,Female,Purebred,10.9,6.4,12.8,257.0,98.0,48.0,23.0,17.0,1.3,1,0,0,0,0,0,0,0,Bacterial,E.coli Infection
Goat,14.9,Male,Mixed,12.2,6.6,12.6,395.0,94.0,34.0,29.0,21.0,1.2,0,0,0,0,0,0,0,0,Viral,Peste des Petits Ruminants
Parrot,6.2,Male,Purebred,9.8,6.4,14.4,250.0,106.0,58.0,27.0,35.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Chicken,7.4,Male,Purebred,7.3,6.3,12.1,394.0,111.0,58.0,49.0,25.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Coccidiosis GI
Cat,11.0,Male,Mixed,9.6,5.2,15.7,388.0,98.0,29.0,56.0,29.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Horse,8.1,Male,Purebred,13.7,5.5,12.4,293.0,107.0,28.0,27.0,20.0,1.0,1,0,0,0,0,0,0,0,Viral,West Nile Virus
Turkey,12.7,Female,Crossbreed,7.4,6.7,15.5,376.0,103.0,58.0,53.0,23.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Leg Weakness
Duck,4.6,Female,Mixed,12.6,6.0,14.4,261.0,112.0,41.0,46.0,21.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Alpaca,12.4,Male,Crossbreed,10.0,6.0,12.6,201.0,117.0,47.0,24.0,30.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Alpaca,14.0,Female,Crossbreed,8.9,6.3,13.0,274.0,112.0,40.0,54.0,28.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Lizard,14.7,Female,Mixed,7.6,5.2,12.4,243.0,139.0,102.0,44.0,27.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Ferret,4.0,Male,Purebred,9.5,5.5,14.2,223.0,100.0,38.0,51.0,34.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Adrenal Disease
Snake,5.2,Female,Crossbreed,16.4,5.7,12.9,323.0,93.0,34.0,44.0,17.0,1.3,1,0,0,0,0,0,0,0,Viral,Herpesvirus
Duck,14.4,Male,Mixed,9.3,6.1,15.2,390.0,100.0,32.0,51.0,32.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Alpaca,10.5,Male,Purebred,8.8,6.9,15.1,238.0,83.0,40.0,58.0,31.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
GuineaPig,14.1,Male,Mixed,6.4,5.2,13.6,355.0,106.0,51.0,22.0,26.0,1.1,0,0,0,0,0,0,0,1,Musculoskeletal,Muscular Dystrophy
Cat,14.6,Female,Mixed,15.4,5.6,14.7,215.0,86.0,55.0,56.0,26.0,1.0,1,0,0,0,0,0,0,0,Viral,Calicivirus
Sheep,7.8,Male,Mixed,6.4,4.5,12.5,312.0,95.0,57.0,37.0,27.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Lungworm
Llama,3.7,Male,Crossbreed,7.6,5.1,15.7,248.0,92.0,20.0,25.0,22.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Alpaca,7.9,Female,Mixed,13.8,6.0,15.0,210.0,82.0,28.0,26.0,15.0,1.2,1,0,0,0,0,0,0,0,Bacterial,Tuberculosis
Sheep,3.7,Female,Mixed,8.5,5.5,15.6,236.0,109.0,119.0,43.0,20.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
Rabbit,7.9,Female,Crossbreed,6.8,5.8,13.0,203.0,169.0,52.0,51.0,22.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
Dog,11.9,Male,Crossbreed,9.8,4.0,12.5,365.0,87.0,22.0,28.0,24.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Giardia
Chicken,5.7,Female,Crossbreed,14.8,5.3,15.7,235.0,110.0,32.0,29.0,26.0,1.3,1,0,0,0,0,0,0,0,Viral,Avian Influenza
Llama,3.1,Male,Crossbreed,7.6,6.4,12.7,331.0,81.0,26.0,56.0,24.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Sheep,4.6,Female,Crossbreed,7.4,5.3,13.8,234.0,102.0,31.0,58.0,27.0,1.5,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Chicken,10.7,Female,Purebred,11.7,6.7,15.2,260.0,92.0,22.0,22.0,28.0,0.9,1,0,0,0,0,0,0,0,Viral,Marek Disease
Ferret,5.2,Female,Mixed,6.1,5.9,15.8,383.0,144.0,108.0,54.0,25.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Liver Disease
Llama,6.4,Male,Purebred,9.4,5.1,12.4,283.0,80.0,24.0,57.0,31.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
Sheep,1.7,Female,Purebred,6.7,5.5,13.5,331.0,110.0,128.0,37.0,19.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
Turkey,6.9,Female,Purebred,9.7,5.8,12.6,218.0,101.0,51.0,27.0,21.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Enteritis
Parrot,11.9,Female,Purebred,8.8,5.3,13.9,315.0,89.0,50.0,25.0,18.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Sinusitis
Ferret,4.7,Male,Crossbreed,8.4,5.1,13.5,266.0,80.0,27.0,22.0,32.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Giardia
Snake,0.6,Male,Crossbreed,9.3,6.3,13.1,380.0,83.0,52.0,36.0,32.0,1.4,0,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
GuineaPig,4.3,Male,Crossbreed,7.3,3.8,13.3,308.0,106.0,49.0,53.0,17.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Lice
Llama,11.4,Female,Purebred,9.2,5.3,13.7,348.0,101.0,47.0,32.0,16.0,0.8,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
Llama,2.6,Female,Purebred,6.9,5.7,13.0,359.0,145.0,30.0,48.0,25.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Selenium Deficiency
Chicken,14.1,Male,Mixed,7.6,6.6,12.9,386.0,108.0,42.0,52.0,28.0,1.4,0,0,1,0,0,0,0,0,Gastrointestinal,Pendulous Crop
Turtle,3.7,Male,Crossbreed,7.4,6.8,15.9,364.0,92.0,57.0,44.0,31.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Gout
Ferret,2.7,Female,Crossbreed,14.6,5.8,15.6,318.0,110.0,47.0,41.0,31.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Campylobacter
Lizard,1.1,Female,Purebred,7.4,5.3,12.9,217.0,101.0,25.0,50.0,22.0,1.3,0,0,1,0,0,0,0,0,Gastrointestinal,Anorexia
Cattle,6.6,Female,Purebred,6.6,4.3,14.9,312.0,93.0,34.0,52.0,26.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Coccidiosis
Ferret,2.8,Female,Purebred,6.4,6.7,15.3,230.0,108.0,45.0,31.0,20.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Parrot,10.9,Male,Mixed,8.7,5.3,15.2,384.0,102.0,59.0,36.0,20.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Duck,5.7,Male,Mixed,8.7,6.3,15.6,236.0,114.0,22.0,47.0,31.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Riemerella Anatipestifer
Cat,4.3,Female,Purebred,7.0,6.6,12.5,303.0,128.0,54.0,60.0,31.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Hyperthyroidism
Turkey,11.7,Female,Purebred,9.8,5.4,14.0,380.0,105.0,37.0,22.0,27.0,1.0,1,0,0,0,0,0,0,0,Viral,Hemorrhagic Enteritis
Fish,1.6,Female,Crossbreed,14.5,6.0,13.9,242.0,102.0,57.0,21.0,29.0,1.2,1,0,0,0,0,0,0,0,Viral,Viral Hemorrhagic Septicemia
Fish,4.4,Female,Purebred,8.1,5.9,12.3,259.0,137.0,103.0,57.0,20.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Dropsy
Cat,4.9,Female,Crossbreed,7.3,5.9,13.4,393.0,107.0,49.0,50.0,33.0,1.3,0,0,0,0,0,0,0,0,Musculoskeletal,Hip Dysplasia
Pig,14.5,Female,Purebred,7.5,5.3,14.7,326.0,114.0,21.0,51.0,33.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Trichinosis
Sheep,5.0,Male,Crossbreed,8.4,6.8,13.7,360.0,109.0,39.0,28.0,26.0,1.5,1,0,0,0,0,0,0,0,Viral,Contagious Ecthyma
Cattle,5.1,Female,Purebred,9.1,5.3,15.8,363.0,88.0,51.0,40.0,20.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Lungworm
Parrot,5.9,Female,Mixed,9.4,5.1,13.1,302.0,93.0,51.0,25.0,31.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Turtle,4.2,Female,Mixed,9.8,6.4,14.1,229.0,100.0,50.0,32.0,28.0,0.9,1,0,0,0,0,0,0,0,Viral,Iridovirus
Goat,8.8,Female,Purebred,6.3,4.3,13.6,377.0,114.0,51.0,60.0,20.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Haemonchus
Duck,7.9,Female,Purebred,8.0,5.1,14.1,205.0,94.0,39.0,46.0,25.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Leg Weakness
Lizard,14.5,Female,Purebred,12.7,6.3,14.2,239.0,89.0,43.0,33.0,32.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Chlamydia
Turtle,1.3,Male,Mixed,6.3,6.5,12.3,372.0,118.0,72.0,57.0,31.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Snake,14.0,Female,Purebred,9.0,5.3,15.7,207.0,82.0,48.0,24.0,25.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Pig,2.5,Male,Mixed,8.4,4.9,15.4,343.0,88.0,26.0,57.0,20.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Ascariasis
Turkey,3.9,Female,Mixed,7.2,6.0,14.4,254.0,97.0,74.0,54.0,21.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Gout
Goat,5.5,Female,Mixed,8.6,6.1,12.2,285.0,115.0,76.0,40.0,18.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Rabbit,5.9,Male,Crossbreed,6.3,6.0,12.9,207.0,87.0,36.0,25.0,17.0,1.5,0,0,0,0,0,0,0,0,Metabolic,Obesity
Alpaca,14.7,Male,Purebred,7.9,6.4,14.7,243.0,100.0,59.0,55.0,19.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Dog,3.1,Male,Crossbreed,15.5,6.6,13.9,232.0,112.0,34.0,46.0,21.0,1.1,1,0,0,0,0,0,0,0,Viral,Canine Distemper
Rabbit,9.6,Female,Mixed,9.1,5.2,15.4,221.0,116.0,35.0,45.0,32.0,0.8,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Sheep,13.8,Female,Mixed,6.3,5.2,14.4,299.0,92.0,59.0,50.0,29.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
Cattle,14.0,Female,Mixed,7.7,6.4,12.3,320.0,136.0,103.0,20.0,29.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Acetonemia
Sheep,11.1,Female,Mixed,10.0,4.2,13.0,240.0,119.0,55.0,25.0,22.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Haemonchus
Ferret,12.0,Male,Mixed,7.0,4.4,15.0,220.0,119.0,55.0,41.0,22.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Coccidia
Llama,9.8,Male,Purebred,8.2,5.7,12.5,216.0,103.0,71.0,30.0,23.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Horse,4.5,Female,Crossbreed,17.2,5.8,12.0,369.0,91.0,50.0,43.0,19.0,1.3,1,0,0,0,0,0,0,0,Viral,Equine Influenza
Chicken,14.7,Male,Purebred,9.1,6.5,14.1,270.0,98.0,45.0,41.0,30.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Necrotic Enteritis
Pig,8.2,Female,Mixed,9.5,5.8,15.4,280.0,120.0,49.0,34.0,17.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Ascariasis
Goat,8.6,Male,Purebred,6.0,5.9,15.0,306.0,89.0,48.0,51.0,22.0,1.0,0,0,1,1,0,0,0,0,Gastrointestinal,Acidosis
Rabbit,7.1,Male,Crossbreed,6.6,6.5,13.3,224.0,85.0,31.0,42.0,33.0,1.0,0,0,0,1,0,0,0,0,Gastrointestinal,Enterotoxemia
Horse,14.8,Female,Purebred,9.1,5.4,14.1,302.0,101.0,39.0,54.0,17.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Colic
Dog,14.9,Male,Mixed,8.2,5.9,12.1,373.0,84.0,59.0,54.0,26.0,1.0,0,0,0,0,0,0,0,0,Musculoskeletal,Patellar Luxation
Llama,9.6,Female,Purebred,7.6,4.9,14.2,352.0,114.0,47.0,59.0,32.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Lice
Rabbit,3.8,Female,Purebred,6.2,5.6,14.0,347.0,101.0,51.0,41.0,29.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Coccidia
Turtle,2.4,Male,Purebred,9.8,5.1,12.9,318.0,86.0,26.0,33.0,34.0,1.5,0,0,0,0,0,0,0,0,Cardiovascular,Septic Carditis
Rabbit,12.0,Female,Mixed,8.7,6.1,12.0,248.0,90.0,52.0,37.0,27.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
Goat,9.8,Female,Crossbreed,8.0,6.8,12.7,275.0,114.0,35.0,36.0,21.0,1.4,0,0,1,1,0,0,0,0,Gastrointestinal,Acidosis
Llama,6.2,Male,Purebred,8.8,5.5,15.7,355.0,84.0,29.0,40.0,15.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Liver Fluke
Parrot,8.3,Male,Purebred,9.7,5.9,13.2,303.0,113.0,24.0,34.0,21.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Bumblefoot
GuineaPig,6.2,Male,Mixed,19.1,6.1,16.0,349.0,85.0,52.0,26.0,26.0,1.2,1,0,0,0,0,0,0,0,Bacterial,E.coli
Horse,6.9,Female,Mixed,6.7,5.5,13.6,234.0,119.0,46.0,20.0,27.0,1.3,0,0,0,0,0,0,0,0,Respiratory,Pleuropneumonia
Chicken,8.9,Male,Mixed,8.7,5.7,14.2,385.0,116.0,22.0,32.0,22.0,0.8,0,0,0,0,0,0,0,0,Cardiovascular,Ascites Syndrome
Cattle,13.5,Female,Crossbreed,7.8,6.2,13.0,307.0,91.0,33.0,44.0,26.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Cattle,3.0,Female,Crossbreed,16.2,5.5,12.6,302.0,105.0,51.0,21.0,26.0,1.0,0,0,0,0,0,0,0,0,Viral,Bovine Viral Diarrhea
Rabbit,1.8,Male,Purebred,6.3,6.7,15.3,220.0,81.0,22.0,44.0,28.0,1.2,0,0,1,0,0,0,0,0,Gastrointestinal,Hairballs
GuineaPig,14.8,Female,Purebred,7.1,6.8,14.3,344.0,96.0,55.0,57.0,24.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Scurvy Joints
