ID,Animal,Breed,Gender,Age,Category,Disease,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Symptom_NasalDischarge,Symptom_EyeDischarge,Symptom_Drooling,Symptom_Blisters,WBC_RBC_Ratio,ALT_AST_Ratio,Urea_Creat_Ratio
DEV_14241,Llama,Purebred,Male,8.3,Parasitic,Mites,7.9,,10.0,316.0,89.0,1.0,20.0,11.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.05,22.0
DEV_14242,Alpaca,Mixed,Male,6.7,Metabolic,Copper Deficiency,15.1,6.5,13.7,455.0,70.0,228.0,33.0,21.0,0.8,0,0,0,0,0,0,0,0,0,0,1,0,2.323076923076923,6.909090909090909,26.25
DEV_14243,Lizard,Mixed,Female,1.3,Viral,Herpesvirus,24.4,6.8,13.1,399.0,,60.0,59.0,20.0,1.2,1,1,0,0,0,1,0,0,0,0,0,0,3.5882352941176467,1.0169491525423728,16.666666666666668
DEV_14244,Lizard,Mixed,Male,11.5,Cardiovascular,Heart Failure,10.7,7.5,11.2,454.0,81.0,19.0,17.0,15.0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,1.4266666666666665,1.1176470588235294,12.5
DEV_14245,Cattle,Purebred,Male,13.0,Gastrointestinal,Rumen Acidosis,7.1,8.6,13.1,,108.0,36.0,41.0,62.0,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0.8255813953488372,0.8780487804878049,155.0
DEV_14246,GuineaPig,,Female,10.2,Respiratory,Streptococcus Lung Infection,15.0,,,165.0,,42.0,40.0,22.0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.05,18.333333333333336
DEV_14247,Llama,Mixed,Male,7.4,Respiratory,Influenza,12.8,4.8,15.0,213.0,73.0,41.0,44.0,16.0,1.4,0,0,1,0,0,0,1,0,1,1,0,0,2.666666666666667,0.9318181818181818,11.428571428571429
DEV_14248,Cattle,Mixed,Male,1.1,Cardiovascular,Myocarditis,8.9,6.4,12.9,281.0,99.0,24.0,27.0,14.0,1.4,0,0,0,0,0,0,0,0,0,0,0,1,1.390625,0.8888888888888888,10.0
DEV_14249,Snake,,Female,7.8,Musculoskeletal,Inclusion Body Disease,16.9,6.1,,329.0,108.0,47.0,10.0,15.0,1.4,0,0,0,0,0,0,0,1,0,0,0,0,2.7704918032786883,4.7,10.714285714285715
DEV_14250,Horse,,Male,14.9,Metabolic,Colic,6.8,6.3,13.0,330.0,105.0,110.0,16.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1.0793650793650793,6.875,4.0
DEV_14251,Lizard,Mixed,Female,3.1,Bacterial,Pseudomonas,23.9,7.0,16.4,415.0,116.0,133.0,58.0,10.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,3.414285714285714,2.293103448275862,8.333333333333334
DEV_14252,Turkey,Mixed,Male,12.2,Metabolic,Perosis,6.6,6.7,15.2,434.0,89.0,266.0,57.0,15.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0.9850746268656716,4.666666666666667,13.636363636363635
DEV_14253,Horse,Mixed,Male,7.3,Metabolic,Liver Disease,17.0,8.1,15.7,418.0,108.0,,10.0,11.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2.0987654320987654,0.0,15.714285714285715
DEV_14254,Llama,Mixed,Unknown,9.5,Parasitic,Coccidia,8.4,3.6,8.3,283.0,104.0,9.0,25.0,3.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,0.36,3.75
DEV_14255,Pig,Mixed,Female,5.4,Viral,Pseudorabies,21.7,6.9,17.8,193.0,94.0,51.0,18.0,15.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,3.144927536231884,2.8333333333333335,15.0
DEV_14256,Rabbit,Mixed,Female,3.8,Viral,Rabbit Hemorrhagic Disease,22.3,6.8,17.5,418.0,106.0,41.0,54.0,24.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,3.2794117647058827,0.7592592592592593,48.0
DEV_14257,Snake,Mixed,Male,7.2,Cardiovascular,Cardiomyopathy,13.1,9.4,15.9,444.0,83.0,54.0,52.0,19.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.3936170212765957,1.0384615384615385,19.0
DEV_14258,Fish,Mixed,Female,1.6,Bacterial,Columnaris,26.2,6.9,,508.0,121.0,158.0,89.0,26.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,3.797101449275362,1.7752808988764044,21.666666666666668
DEV_14259,Goat,Mixed,Unknown,5.0,Parasitic,Lungworm,8.7,3.8,9.8,240.0,,40.0,33.0,20.0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,2.289473684210526,1.2121212121212122,25.0
DEV_14260,Lion,Mixed,Male,10.2,Metabolic,Exocrine Pancreatic Insufficiency,9.7,7.0,14.9,488.0,88.0,185.0,28.0,,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1.3857142857142857,6.607142857142857,0.0
DEV_14261,Parrot,,Female,2.8,Parasitic,Coccidia,15.4,4.6,8.5,396.0,90.0,33.0,39.0,20.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3.347826086956522,0.8461538461538461,13.333333333333334
DEV_14262,Lizard,Mixed,Male,14.8,Bacterial,Salmonellosis,24.8,6.5,13.9,299.0,98.0,68.0,140.0,6.0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,3.8153846153846156,0.4857142857142857,8.571428571428571
DEV_14263,Lion,Mixed,Female,3.5,Parasitic,Roundworm,5.9,3.6,9.1,360.0,96.0,18.0,46.0,29.0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1.6388888888888888,0.391304347826087,36.25
DEV_14264,Llama,Purebred,Male,12.1,Musculoskeletal,Foot Rot,13.3,9.1,14.0,438.0,104.0,35.0,7.0,21.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,1.4615384615384617,5.0,23.333333333333332
DEV_14265,Chicken,Purebred,Female,9.7,Parasitic,Roundworm,8.9,2.9,10.0,391.0,96.0,61.0,59.0,15.0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,3.0689655172413794,1.0338983050847457,21.42857142857143
DEV_14266,Turkey,Purebred,Male,4.1,Gastrointestinal,Hemorrhagic Enteritis,12.8,7.2,12.8,324.0,,51.0,38.0,49.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,1.777777777777778,1.3421052631578947,54.44444444444444
DEV_14267,Pig,Purebred,Male,13.3,Metabolic,Gastric Ulcers,6.4,5.2,,419.0,113.0,135.0,,17.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1.2307692307692308,0.0,17.0
DEV_14268,Sheep,Purebred,Female,7.4,Parasitic,Tapeworm,16.7,,7.9,385.0,93.0,62.0,14.0,3.0,1.3,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.428571428571429,2.3076923076923075
DEV_14269,Cat,Purebred,Unknown,12.4,Musculoskeletal,Osteochondrodysplasia,10.5,6.8,,391.0,97.0,28.0,35.0,11.0,0.8,0,0,1,0,0,0,0,1,0,0,0,0,1.5441176470588236,0.8,13.75
DEV_14270,Cat,,Male,6.6,Metabolic,Fatty Liver,11.0,6.1,13.1,454.0,86.0,119.0,12.0,10.0,0.9,0,0,0,0,0,1,0,0,0,0,0,0,1.8032786885245902,9.916666666666666,11.11111111111111
DEV_14271,Tiger,Purebred,Unknown,10.1,Cardiovascular,Heartworm Cardiovascular,15.2,5.7,17.7,454.0,89.0,31.0,18.0,17.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1.7222222222222223,15.454545454545453
DEV_14272,Elephant,Mixed,Male,8.5,Cardiovascular,Arteriosclerosis,14.1,8.0,,436.0,89.0,61.0,18.0,10.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1.7625,3.388888888888889,16.666666666666668
DEV_14273,GuineaPig,Mixed,Male,11.7,Metabolic,Urinary Calculi,,7.6,19.2,362.0,91.0,137.0,31.0,14.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4.419354838709677,11.666666666666668
DEV_14274,Rabbit,Purebred,Unknown,5.7,Cardiovascular,Myocarditis,7.0,7.9,16.2,366.0,97.0,10.0,62.0,18.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.8860759493670886,0.16129032258064516,20.0
DEV_14275,Buffalo,Purebred,Female,10.6,Bacterial,Tuberculosis,22.3,8.6,15.9,465.0,110.0,69.0,104.0,20.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,2.5930232558139537,0.6634615384615384,16.666666666666668
DEV_14276,Ferret,Mixed,Male,12.7,Respiratory,Influenza,12.6,6.7,14.9,369.0,95.0,14.0,31.0,23.0,0.7,0,0,1,0,0,0,1,0,0,1,0,0,1.880597014925373,0.45161290322580644,32.85714285714286
DEV_14277,Dog,Purebred,Female,4.2,Cardiovascular,Dilated Cardiomyopathy,12.7,6.8,17.8,503.0,78.0,18.0,1.0,25.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1.8676470588235294,18.0,25.0
DEV_14278,Alpaca,,Unknown,6.1,Parasitic,Meningeal Worm,13.2,3.9,10.4,287.0,110.0,22.0,50.0,24.0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,3.3846153846153846,0.44,80.0
DEV_14279,Tiger,Mixed,Male,5.8,Gastrointestinal,Gastrointestinal Parasites,15.4,8.7,14.1,396.0,109.0,21.0,36.0,64.0,0.6,1,0,1,1,0,0,0,0,0,0,0,0,1.770114942528736,0.5833333333333334,106.66666666666667
DEV_14280,Alpaca,Mixed,Male,11.2,Respiratory,Pleuuropneumonia,10.6,5.7,16.9,340.0,81.0,32.0,10.0,5.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1.8596491228070173,3.2,5.0
DEV_14281,GuineaPig,Purebred,Unknown,0.9,Metabolic,Pregnancy Toxemia,8.3,7.6,17.6,,93.0,,25.0,18.0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,1.092105263157895,0.0,22.5
DEV_14282,Pig,Mixed,Male,9.7,Respiratory,Atrophic Rhinitis,11.1,7.3,14.8,177.0,93.0,39.0,48.0,17.0,0.8,0,0,0,0,0,0,0,0,1,0,1,0,1.5205479452054795,0.8125,21.25
DEV_14283,Llama,Purebred,Female,3.7,Metabolic,Selenium Deficiency,13.1,,15.7,260.0,85.0,271.0,35.0,23.0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.742857142857143,28.75
DEV_14284,Snake,,Male,4.9,Bacterial,Septicemia,23.4,6.2,16.5,,102.0,96.0,120.0,21.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,3.7741935483870965,0.8,16.153846153846153
DEV_14285,Tiger,Purebred,Female,8.4,Bacterial,Salmonellosis,27.2,6.8,12.7,215.0,106.0,132.0,115.0,22.0,,1,1,0,0,0,0,0,1,0,0,0,0,4.0,1.1478260869565218,0.0
DEV_14286,Ferret,Mixed,Male,5.2,Musculoskeletal,Fractures,15.7,8.9,13.1,187.0,110.0,40.0,24.0,11.0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,1.7640449438202246,1.6666666666666667,15.714285714285715
DEV_14287,Horse,Mixed,Female,14.1,Musculoskeletal,Tendon Injuries,8.8,6.4,11.2,500.0,92.0,12.0,31.0,24.0,0.6,0,0,0,0,0,1,0,1,0,0,0,0,1.375,0.3870967741935484,40.0
DEV_14288,Fish,,Female,11.6,Musculoskeletal,Swim Bladder Issues,10.1,8.1,13.1,,,27.0,38.0,4.0,1.2,0,0,0,0,1,0,0,1,0,0,0,0,1.2469135802469136,0.7105263157894737,3.3333333333333335
DEV_14289,Sheep,Mixed,Male,7.2,Cardiovascular,Arrhythmia,15.2,,16.0,350.0,83.0,35.0,14.0,19.0,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.5,47.5
DEV_14290,Horse,Purebred,Male,13.5,Musculoskeletal,Tendon Injuries,,8.5,12.1,287.0,90.0,,35.0,26.0,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,20.0
DEV_14291,Pig,Purebred,Female,2.4,Metabolic,Edema Disease,17.0,7.7,13.2,303.0,92.0,176.0,26.0,15.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2.207792207792208,6.769230769230769,18.75
DEV_14292,Pig,Purebred,Male,6.6,Parasitic,Sarcoptic Mange,16.8,3.4,6.6,231.0,107.0,47.0,23.0,24.0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,4.9411764705882355,2.0434782608695654,21.818181818181817
DEV_14293,Lion,Purebred,Female,11.1,Gastrointestinal,Pancreatitis,10.1,7.0,15.1,261.0,89.0,49.0,17.0,36.0,0.6,0,0,1,1,0,0,0,0,0,0,0,0,1.4428571428571428,2.8823529411764706,60.0
DEV_14294,Sheep,Purebred,Female,7.1,Cardiovascular,Arrhythmia,10.8,5.7,12.4,240.0,96.0,32.0,51.0,7.0,1.1,0,0,0,0,0,0,0,0,0,0,0,1,1.8947368421052633,0.6274509803921569,6.363636363636363
DEV_14295,Chicken,Mixed,Male,0.7,Metabolic,Cage Layer Fatigue,10.3,6.2,14.3,428.0,111.0,147.0,25.0,20.0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,1.6612903225806452,5.88,25.0
DEV_14296,Fish,,Female,9.9,Musculoskeletal,Swim Bladder Issues,13.6,6.2,16.3,451.0,101.0,14.0,41.0,16.0,0.8,0,0,0,0,1,0,0,1,0,0,0,0,2.193548387096774,0.34146341463414637,20.0
DEV_14297,Llama,Purebred,Female,14.0,Bacterial,Johne Disease,27.9,7.4,17.1,244.0,68.0,63.0,110.0,25.0,0.4,1,0,0,0,0,1,0,0,0,0,0,0,3.7702702702702697,0.5727272727272728,62.5
DEV_14298,Sheep,Mixed,Female,4.5,Viral,Rift Valley Fever,27.2,6.6,17.0,425.0,,50.0,39.0,7.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,4.121212121212121,1.2820512820512822,7.0
DEV_14299,Turkey,Mixed,Female,12.6,Musculoskeletal,Perosis,13.7,6.1,13.7,246.0,84.0,31.0,38.0,7.0,0.4,0,0,0,0,1,0,0,1,0,0,0,0,2.2459016393442623,0.8157894736842105,17.5
DEV_14300,Rabbit,Purebred,Male,12.1,Gastrointestinal,Enterotoxemia,7.7,8.6,,480.0,95.0,15.0,44.0,,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0.8953488372093024,0.3409090909090909,0.0
DEV_14301,Lizard,Mixed,Unknown,1.2,Cardiovascular,Endocarditis,15.6,7.2,16.3,311.0,101.0,31.0,46.0,19.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2.1666666666666665,0.6739130434782609,14.615384615384615
DEV_14302,Turkey,Mixed,Male,12.3,Cardiovascular,Endocarditis,15.3,5.9,17.5,408.0,96.0,6.0,20.0,18.0,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2.5932203389830506,0.3,15.0
DEV_14303,Sheep,,Female,8.7,Musculoskeletal,Laminitis,7.8,8.6,15.8,227.0,95.0,42.0,16.0,17.0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0.9069767441860466,2.625,42.5
DEV_14304,Lion,,Female,8.8,Bacterial,Campylobacter,20.6,5.2,15.1,250.0,121.0,146.0,65.0,10.0,1.2,1,1,0,0,0,0,0,1,0,0,0,0,3.9615384615384617,2.246153846153846,8.333333333333334
DEV_14305,Alpaca,,Female,12.4,Respiratory,Aspergillosis,8.0,,11.9,199.0,,56.0,,27.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0.0,0.0,27.0
DEV_14306,Tiger,Mixed,Female,2.5,Parasitic,Sarcoptic Mange,15.8,4.4,7.3,408.0,92.0,49.0,25.0,16.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,3.590909090909091,1.96,16.0
DEV_14307,Sheep,Purebred,Unknown,11.5,Parasitic,Haemonchus,5.4,2.4,,370.0,81.0,30.0,35.0,26.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,2.2500000000000004,0.8571428571428571,17.333333333333332
DEV_14308,Fish,Mixed,Female,11.2,Respiratory,Gill Disease,7.4,4.8,13.8,262.0,113.0,50.0,18.0,23.0,0.8,0,0,0,0,0,0,1,0,1,0,0,0,1.5416666666666667,2.7777777777777777,28.75
DEV_14309,Parrot,Mixed,Female,3.9,Metabolic,Fatty Liver,8.7,6.3,15.4,362.0,114.0,99.0,22.0,13.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,1.380952380952381,4.5,21.666666666666668
DEV_14310,Goat,Purebred,Female,9.8,Bacterial,Anthrax,22.8,8.9,14.6,344.0,113.0,65.0,118.0,22.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,2.561797752808989,0.5508474576271186,20.0
DEV_14311,Dog,Purebred,Female,11.4,Viral,Canine Parvovirus,14.8,6.8,12.8,242.0,,,21.0,13.0,0.8,0,0,1,1,0,0,0,1,0,0,0,0,2.1764705882352944,0.0,16.25
DEV_14312,Fish,Purebred,Male,4.9,Parasitic,Anchor Worm,10.3,3.4,7.3,316.0,107.0,,51.0,27.0,1.6,0,0,0,0,0,0,0,0,0,0,0,1,3.0294117647058827,0.0,16.875
DEV_14313,GuineaPig,,Unknown,1.6,Musculoskeletal,Arthritis,17.3,9.0,12.3,386.0,89.0,37.0,45.0,,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1.9222222222222223,0.8222222222222222,0.0
DEV_14314,Parrot,Mixed,Female,14.5,Metabolic,Obesity,9.6,5.9,15.4,245.0,75.0,204.0,40.0,13.0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,1.6271186440677965,5.1,14.444444444444445
DEV_14315,Cat,,Male,3.4,Bacterial,Salmonellosis,24.1,,16.9,447.0,79.0,118.0,143.0,12.0,0.6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.8251748251748252,20.0
DEV_14316,Ferret,Mixed,Female,14.1,Metabolic,Hypoglycemia,10.1,7.9,,209.0,103.0,208.0,17.0,19.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.2784810126582278,12.235294117647058,14.615384615384615
DEV_14317,Fish,,Female,9.7,Respiratory,Gill Disease,12.0,6.0,12.1,283.0,104.0,42.0,9.0,4.0,0.5,0,0,0,0,0,0,1,0,1,0,0,0,2.0,4.666666666666667,8.0
DEV_14318,Turtle,Mixed,Female,8.7,Bacterial,Salmonellosis,22.6,7.2,13.6,329.0,104.0,146.0,129.0,16.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,3.138888888888889,1.1317829457364341,22.857142857142858
DEV_14319,Buffalo,Purebred,Male,5.5,Metabolic,Hypomagnesemia,8.5,7.0,12.6,289.0,117.0,231.0,53.0,30.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1.2142857142857142,4.3584905660377355,60.0
DEV_14320,Ferret,Purebred,Unknown,6.4,Musculoskeletal,Muscular Dystrophy,8.3,8.6,17.5,386.0,99.0,14.0,29.0,17.0,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0.9651162790697676,0.4827586206896552,18.88888888888889
DEV_14321,Lizard,Mixed,Female,6.0,Bacterial,Chlamydia,24.1,7.2,17.3,,96.0,89.0,97.0,12.0,,1,1,0,0,0,0,0,0,0,0,0,0,3.3472222222222223,0.9175257731958762,0.0
DEV_14322,Alpaca,Purebred,Male,7.1,Musculoskeletal,Laminitis,11.7,9.4,18.1,219.0,81.0,20.0,53.0,19.0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,1.2446808510638296,0.37735849056603776,15.833333333333334
DEV_14323,Cat,Mixed,Unknown,10.0,Viral,Rabies,19.1,7.2,,441.0,72.0,20.0,26.0,14.0,1.6,1,1,0,0,0,0,0,0,1,0,0,0,2.652777777777778,0.7692307692307693,8.75
DEV_14324,Turtle,Purebred,Female,12.0,Gastrointestinal,Coccidiosis GI,9.9,8.2,16.1,268.0,96.0,45.0,22.0,34.0,,0,0,1,1,0,0,0,0,0,0,0,0,1.207317073170732,2.0454545454545454,0.0
DEV_14325,Dog,,Male,10.3,Musculoskeletal,Arthritis,9.5,6.8,18.1,326.0,106.0,28.0,41.0,15.0,,0,0,0,1,0,0,0,1,0,0,0,0,1.397058823529412,0.6829268292682927,0.0
DEV_14326,Sheep,Mixed,Unknown,6.8,Musculoskeletal,White Muscle Disease,12.9,6.8,16.6,381.0,86.0,25.0,48.0,14.0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,1.897058823529412,0.5208333333333334,28.0
DEV_14327,Horse,Purebred,Male,8.4,Cardiovascular,Pericarditis,16.8,6.2,13.4,414.0,87.0,30.0,37.0,27.0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,2.709677419354839,0.8108108108108109,30.0
DEV_14328,Chicken,Purebred,Male,0.6,Respiratory,Pneumonia,5.4,5.9,13.4,,104.0,6.0,28.0,26.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0.9152542372881356,0.21428571428571427,52.0
DEV_14329,Snake,Mixed,Male,6.6,Gastrointestinal,Cryptosporidiosis,15.2,7.6,14.0,424.0,95.0,40.0,47.0,34.0,1.1,1,0,1,1,0,0,0,0,0,0,0,0,2.0,0.851063829787234,30.909090909090907
DEV_14330,Llama,Mixed,Unknown,14.7,Respiratory,Bronchitis,8.9,5.6,15.4,438.0,103.0,38.0,41.0,2.0,0.8,0,0,1,0,0,0,1,0,1,0,0,0,1.5892857142857144,0.926829268292683,2.5
DEV_14331,Ferret,Purebred,Female,13.0,Cardiovascular,Heart Failure,18.6,6.4,13.6,466.0,101.0,54.0,26.0,17.0,1.2,0,0,0,0,0,0,0,0,0,0,1,0,2.90625,2.076923076923077,14.166666666666668
DEV_14332,Duck,Purebred,Female,7.0,Bacterial,E.coli,24.0,6.8,12.9,283.0,94.0,132.0,136.0,23.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,3.5294117647058822,0.9705882352941176,38.333333333333336
DEV_14333,Turkey,Purebred,Female,8.6,Gastrointestinal,Coccidiosis GI,10.3,8.5,15.9,464.0,113.0,31.0,54.0,51.0,1.1,0,0,1,1,0,0,0,0,0,0,0,0,1.211764705882353,0.5740740740740741,46.36363636363636
DEV_14334,Lion,Purebred,Unknown,13.1,Bacterial,Anthrax,28.4,5.9,16.1,313.0,82.0,68.0,67.0,21.0,,1,1,0,0,0,0,0,0,0,0,0,0,4.813559322033898,1.0149253731343284,0.0
DEV_14335,Llama,Purebred,Male,3.3,Parasitic,Coccidia,8.0,4.3,7.7,295.0,90.0,12.0,27.0,21.0,1.1,0,0,1,0,0,0,0,0,0,0,0,0,1.8604651162790697,0.4444444444444444,19.09090909090909
DEV_14336,Turkey,Mixed,Male,5.9,Viral,Fowl Pox,21.8,7.2,15.0,334.0,110.0,48.0,29.0,24.0,,1,1,0,0,0,0,0,0,0,0,0,0,3.0277777777777777,1.6551724137931034,0.0
DEV_14337,Alpaca,Mixed,Female,6.2,Gastrointestinal,Gastric Ulcers,10.1,8.2,,,109.0,33.0,31.0,33.0,1.5,0,0,1,1,0,0,0,0,0,0,0,1,1.2317073170731707,1.064516129032258,22.0
DEV_14338,Goat,Purebred,Unknown,10.1,Musculoskeletal,Fractures,13.3,7.7,14.6,510.0,79.0,39.0,13.0,10.0,1.2,0,0,0,0,1,0,0,1,0,0,0,0,1.7272727272727273,3.0,8.333333333333334
DEV_14339,Sheep,Mixed,Female,9.9,Gastrointestinal,Bloat,10.3,,17.6,230.0,85.0,25.0,19.0,40.0,,0,0,1,1,0,0,0,0,1,0,0,0,0.0,1.3157894736842106,0.0
DEV_14340,Chicken,Mixed,Female,5.6,Respiratory,Infectious Bronchitis,9.0,6.5,14.7,380.0,114.0,23.0,49.0,20.0,1.2,0,0,0,0,0,1,1,0,1,0,0,0,1.3846153846153846,0.46938775510204084,16.666666666666668
DEV_14341,Tiger,Purebred,Unknown,11.4,Musculoskeletal,Fractures,9.8,7.2,14.9,285.0,98.0,21.0,45.0,7.0,0.3,0,0,0,0,1,0,0,1,0,0,0,0,1.3611111111111112,0.4666666666666667,23.333333333333336
DEV_14342,Cat,,Male,8.9,Viral,Feline Herpesvirus,18.5,8.5,12.2,311.0,95.0,29.0,,15.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,2.176470588235294,0.0,21.42857142857143
DEV_14343,Parrot,Purebred,Male,4.4,Respiratory,Pneumonia,6.1,7.3,,323.0,83.0,24.0,11.0,17.0,0.6,0,0,0,0,0,0,1,0,1,0,0,0,0.8356164383561644,2.1818181818181817,28.333333333333336
DEV_14344,Sheep,Mixed,Male,13.0,Metabolic,White Muscle Disease,14.6,6.9,15.6,258.0,109.0,295.0,27.0,12.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2.115942028985507,10.925925925925926,20.0
DEV_14345,Lion,Purebred,Female,10.0,Musculoskeletal,Osteoarthritis,15.1,6.4,18.1,467.0,74.0,31.0,7.0,11.0,1.2,0,0,0,0,0,0,0,1,0,0,0,0,2.359375,4.428571428571429,9.166666666666668
DEV_14346,Alpaca,Mixed,Unknown,14.2,Musculoskeletal,Foot Rot,17.6,9.2,,329.0,77.0,36.0,20.0,16.0,1.2,0,0,0,0,0,0,0,1,0,1,0,0,1.9130434782608698,1.8,13.333333333333334
DEV_14347,Ferret,Mixed,Male,13.9,Gastrointestinal,ECE,10.2,7.1,16.5,276.0,99.0,28.0,12.0,32.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1.436619718309859,2.3333333333333335,32.0
DEV_14348,Ferret,Mixed,Male,3.1,Parasitic,Heartworm,11.8,3.5,,436.0,77.0,18.0,34.0,,0.7,0,0,0,0,1,0,0,0,0,0,0,0,3.3714285714285714,0.5294117647058824,0.0
DEV_14349,GuineaPig,,Male,4.6,Musculoskeletal,Muscular Dystrophy,,9.0,11.3,263.0,93.0,17.0,58.0,19.0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.29310344827586204,38.0
DEV_14350,Alpaca,Purebred,Male,9.3,Parasitic,Meningeal Worm,9.0,,9.5,313.0,93.0,43.0,11.0,21.0,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.909090909090909,16.153846153846153
DEV_14351,Turkey,Purebred,Female,4.5,Bacterial,Mycoplasma,24.5,8.4,17.8,475.0,109.0,118.0,130.0,22.0,0.5,1,1,0,0,0,0,0,0,0,0,0,1,2.9166666666666665,0.9076923076923077,44.0
DEV_14352,Llama,Mixed,Male,9.1,Bacterial,Brucellosis,23.8,6.1,14.8,403.0,94.0,93.0,96.0,,1.3,1,1,0,0,0,0,0,0,0,0,0,0,3.9016393442622954,0.96875,0.0
DEV_14353,Lizard,,Male,3.8,Parasitic,Cryptosporidium,16.8,3.8,8.1,470.0,106.0,6.0,46.0,5.0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,4.421052631578948,0.13043478260869565,3.3333333333333335
DEV_14354,Cattle,Purebred,Male,4.4,Cardiovascular,Arrhythmia,12.4,,12.8,348.0,83.0,22.0,51.0,14.0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.43137254901960786,17.5
DEV_14355,Sheep,Purebred,Female,11.6,Musculoskeletal,Laminitis,16.2,8.5,17.5,288.0,113.0,49.0,30.0,24.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1.9058823529411764,1.6333333333333333,24.0
DEV_14356,Rabbit,Mixed,Male,2.7,Respiratory,Bronchitis,7.6,6.5,12.0,256.0,82.0,48.0,,15.0,0.8,0,0,1,0,0,0,1,0,0,0,0,0,1.169230769230769,0.0,18.75
